Sublanço,Hora,Probabilidade incidência
Argoncilhe - Nogueira,20,0.032876712
Vila Franca de Xira I - PLLN,22,0.057534247
Pegões - Santo Estevão,21,0.052054795
Vila Franca de Xira II - Vila Franca de Xira I,21,0.054794521
Braga Oeste - EN 201,23,0.068493151
Moita - Sarilhos,17,0.02739726
Carcavelos - Estoril,21,0.054794521
Cartaxo - Santarém,6,0.035616438
Vila Franca de Xira I - PLLN,1,0.035616438
Sta Iria da Azóia - Alverca (A1/A9),3,0.032876712
Vila Franca de Xira I - PLLN,6,0.032876712
Vila Franca de Xira II - Vila Franca de Xira I,6,0.032876712
Feiteira - Carvalhos,1,0.035616438
N12 - Águas Santas (A3/A4),2,0.035616438
Olival - A32/A1,6,0.016438356
Penalva - Moita,3,0.021917808
Feira/Mansores - Gião/Louredo,7,0.016438356
Quiaios - Tocha,2,0.024657534
Coina com EN10 - Penalva,8,0.02739726
Santo Tirso - Famalicão,12,0.063013699
Arruda dos Vinhos - A10/A1,10,0.073972603
Lazarim - Botequim,10,0.02739726
São João da Talha - Sta Iria da Azóia,9,0.071232877
Canedo - A32/A41,13,0.032876712
Pinhal Novo - A12/A2,9,0.057534247
Cartaxo - Santarém,11,0.065753425
A10/A1 - Benavente,9,0.065753425
Queimada - Belverde,10,0.02739726
Espinho (IC24) - Feiteira,13,0.084931507
Vila Franca de Xira II - Vila Franca de Xira I,13,0.060273973
Feiteira - Carvalhos,15,0.084931507
Coimbra Sul - Coimbra Norte (A1/A14),14,0.090410959
Cruz das Oliveiras - Monsanto,22,0.054794521
Espinho (IC24) - Feiteira,9,0.082191781
Lazarim - Botequim,8,0.02739726
Borba - Elvas Poente,9,0.032876712
Évora Nascente - Estremoz,8,0.032876712
Aveiro Sul - Albergaria (A1/IP5),13,0.082191781
Elvas Nascente - Caia,14,0.032876712
EN 201 - Ponte de Lima Sul,8,0.063013699
Valongo - Campo,16,0.123287671
A8/A9 - Bucelas (Zambujal),17,0.04109589
Aljustrel - Castro Verde,17,0.112328767
Aveiro Sul - Albergaria (A1/IP5),22,0.063013699
Queluz - A9/A16,16,0.04109589
Aveiro Sul - Albergaria (A1/IP5),21,0.063013699
Penafiel - Castelões (A4/IP9),18,0.139726027
A17/14 Figueira da Foz - Quiaios,22,0.038356164
A12/A2 - Setúbal,17,0.060273973
Vendas Novas - Montemor-o-Novo Poente,20,0.052054795
Penafiel - Castelões (A4/IP9),19,0.112328767
Tocha - Mira Nó,19,0.038356164
A2/A12 - Marateca,23,0.060273973
Marinha Ondas - A17/14 Figueira da Foz,22,0.038356164
Famalicão - Cruz,21,0.065753425
Bucelas (Zambujal) - A9/A10,19,0.04109589
Aljustrel - Castro Verde,21,0.093150685
Santo Estevão - A13/A10,20,0.046575342
A10/A9 - Arruda dos Vinhos,16,0.054794521
A4/A41 - Baltar,22,0.046575342
EN 201 - Ponte de Lima Sul,16,0.065753425
Estádio Nacional - Oeiras,0,0.052054795
Sarilhos - Montijo,0,0.016438356
Ermesinde - Valongo,0,0.030136986
Sta Iria da Azóia - Alverca (A1/A9),6,0.030136986
Almada - Fogueteiro,4,0.043835616
A13/A10 - Salvaterra de Magos,2,0.005479452
A17/14 Figueira da Foz - Quiaios,1,0.021917808
Ponte de Lima Norte - EN 303,7,0.035616438
Ponte de Lima Norte - EN 303,10,0.060273973
Coina com EN10 - Penalva,9,0.02739726
Oeiras - Carcavelos,23,0.052054795
A9/A16 - Radial da Pontinha,9,0.054794521
Montemor-o-Novo Nascente - Évora Poente,13,0.068493151
Estoril - Alcabideche (A5/A16),10,0.049315068
A4/A41 - Baltar,9,0.068493151
Belverde - Laranjeiras,9,0.024657534
A2/A6/A13 - Vendas Novas,13,0.054794521
Santo Tirso - Famalicão,11,0.060273973
Feiteira - Carvalhos,14,0.082191781
Feiteira - Carvalhos,12,0.079452055
Alcácer do Sal - Grândola Norte,9,0.090410959
Queluz - A9/A16,11,0.052054795
Penalva - Moita,14,0.024657534
Miraflores (A5/IC17) - Linda-a-Velha,21,0.049315068
Jaca - Santo Ovídio,11,0.079452055
Espinho (IC24) - Feiteira,15,0.076712329
Viaduto Duarte Pacheco - Cruz das Oliveiras,2,0.049315068
A12/A2 - Setúbal,12,0.057534247
São João da Talha - Sta Iria da Azóia,14,0.060273973
Monsanto - Miraflores (A5/IC17),16,0.046575342
Moita - Sarilhos,18,0.02739726
S.B. Messines - Paderne (A22),16,0.120547945
Coimbra Sul - Coimbra Norte (A1/A14),20,0.060273973
Cruzamento de Santo André (semáforos) - Cruzamento do Hospital (semáforos),16,0.02739726
Montijo (A12/A33) - Pinhal Novo,19,0.060273973
Feira/Mansores - Gião/Louredo,19,0.032876712
Ançã - Coimbra Norte (A14/A1),19,0.035616438
Guia - Louriçal,16,0.035616438
Sacavém - São João da Talha,22,0.054794521
Cruz - Braga Sul,20,0.063013699
Estremoz - Borba,18,0.032876712
Queluz - A9/A16,17,0.038356164
Carvalhos - Jaca,17,0.060273973
Argoncilhe - Nogueira,19,0.032876712
Porto(VCI) - N12,16,0.063013699
Gens - A41/A43,0,0.01369863
Linda-a-Velha - Estádio Nacional,0,0.046575342
Cartaxo - Santarém,1,0.030136986
Carregado - Aveiras de Cima,3,0.030136986
Monsanto - Miraflores (A5/IC17),11,0.046575342
Monsanto - Miraflores (A5/IC17),10,0.046575342
A2/A12 - Marateca,0,0.04109589
Águas Santas (A3/A4) - Maia,1,0.035616438
Linda-a-Velha - Estádio Nacional,22,0.043835616
Alverca (A1/A9) - Vila Franca de Xira II,3,0.030136986
A32/A41 - Olival,3,0.01369863
A12/A2 - Setúbal,11,0.057534247
Coimbra Sul - Coimbra Norte (A1/A14),13,0.068493151
Vendas Novas - Montemor-o-Novo Poente,9,0.054794521
Valongo - Campo,13,0.068493151
A10/A9 - Arruda dos Vinhos,10,0.057534247
Aljustrel - Castro Verde,15,0.095890411
A2/A6/A13 - Vendas Novas,10,0.052054795
Tocha - Mira Nó,15,0.038356164
Monsanto - Miraflores (A5/IC17),7,0.043835616
Aljustrel - Castro Verde,11,0.090410959
Coina com EN10 - Penalva,12,0.024657534
Valongo - Campo,11,0.063013699
EN 201 - Ponte de Lima Sul,10,0.057534247
Gião/Louredo - Canedo,10,0.032876712
Coina - Penalva,15,0.024657534
Figueira da Foz - Vila Verde,12,0.038356164
Espinho (IC24) - Feiteira,12,0.068493151
Montemor-o-Velho - EN 335,11,0.035616438
Valongo - Campo,9,0.057534247
Estoril - Alcabideche (A5/A16),11,0.043835616
S.B. Messines - Paderne (A22),11,0.087671233
A8/A9 - Bucelas (Zambujal),10,0.052054795
Santo Tirso - Famalicão,9,0.057534247
A13/A10 - Salvaterra de Magos,15,0.02739726
Cruz - Braga Sul,8,0.057534247
Lazarim - Botequim,13,0.024657534
A17/14 Figueira da Foz - Quiaios,14,0.035616438
Pinhal Novo - A12/A2,8,0.054794521
Palmela - A2/A12,15,0.054794521
A14/A17 - Santa Eulália,20,0.035616438
Radial da Pontinha - Radial de Odivelas,23,0.035616438
Castro Verde - Almodôvar,16,0.079452055
Penafiel - Castelões (A4/IP9),17,0.112328767
Salvaterra de Magos - EN118,18,0.046575342
Gondomar - Gens,17,0.030136986
Cartaxo - Santarém,22,0.054794521
Santo Estevão - A13/A10,17,0.043835616
Castro Verde - Almodôvar,19,0.079452055
A41/A42 - Gandra,16,0.030136986
Sarilhos - Montijo,23,0.024657534
Évora Nascente - Estremoz,5,0.002739726
Sta Iria da Azóia - Alverca (A1/A9),1,0.030136986
Carvalhos - Jaca,7,0.035616438
Feiteira - Carvalhos,0,0.035616438
Borba - Elvas Poente,6,0.019178082
Salvaterra de Magos - EN118,6,0.019178082
Estarreja - Feira,2,0.032876712
Espinho (IC24) - Feiteira,1,0.030136986
Maia - Santo Tirso,4,0.035616438
Arruda dos Vinhos - A10/A1,11,0.054794521
Feira/Mansores - Gião/Louredo,10,0.032876712
A32/A41 - Olival,12,0.032876712
Monte Redondo - Guia,8,0.035616438
Gião/Louredo - Canedo,9,0.032876712
Sacavém - São João da Talha,12,0.054794521
Carvalhos - Jaca,14,0.065753425
Ponte de Lima Norte - EN 303,15,0.054794521
Borba - Elvas Poente,8,0.030136986
Porto(VCI) - N12,15,0.052054795
EN 303 - Valença,14,0.049315068
Pinhal Novo - A12/A2,14,0.054794521
Santo Tirso - Famalicão,8,0.049315068
Aveiro Sul - Albergaria (A1/IP5),8,0.063013699
Mira Nó - Mira PV(limite concessão),8,0.035616438
EN 227 - Feira/Mansores,13,0.032876712
A41/A1 - Guetim,9,0.032876712
Coimbra Sul - Coimbra Norte (A1/A14),12,0.060273973
Braga Sul - Braga Oeste,8,0.046575342
Castelões (A4/IP9) - Amarante Poente,9,0.057534247
Rotunda - Lazarim,13,0.024657534
Grândola Norte - Grândola Sul,15,0.090410959
Penafiel - Castelões (A4/IP9),14,0.054794521
Estádio Nacional - Queluz,10,0.052054795
EN 303 - Valença,15,0.043835616
A10/A1 - Benavente,13,0.054794521
Gião/Louredo - Canedo,18,0.030136986
Santo Tirso - Famalicão,16,0.063013699
Cartaxo - Santarém,21,0.052054795
Águas Santas (A3/A4) - Maia,22,0.063013699
A4/A41 - Baltar,17,0.057534247
Pinhal Novo - A12/A2,17,0.057534247
Valongo - Campo,17,0.084931507
Leiria Norte - Monte Real,16,0.035616438
Laranjeiras - Coina com EN10 ,18,0.024657534
Tocha - Mira Nó,17,0.035616438
Grândola Norte - Grândola Sul,21,0.060273973
Hospital - Casas Velhas (Universidade),22,0.024657534
Sarilhos - Montijo,18,0.024657534
Penalva - Stº Antonio da Charneca,17,0.021917808
EN 335 - Ançã,16,0.032876712
Louriçal - Marinha Ondas,16,0.032876712
Estremoz - Borba,20,0.032876712
Gião/Louredo - Canedo,16,0.030136986
Famalicão - Cruz,23,0.063013699
N12 - Águas Santas (A3/A4),20,0.060273973
Guilhufe - Penafiel,21,0.01369863
EN 201 - Ponte de Lima Sul,18,0.060273973
Montijo (A12/A33) - Pinhal Novo,21,0.054794521
Arruda dos Vinhos - A10/A1,18,0.052054795
Tocha - Mira Nó,21,0.032876712
Albergaria (A1/IP5) - Estarreja,22,0.057534247
Valongo - Campo,22,0.060273973
A2/A6/A13 - Vendas Novas,23,0.043835616
Oeiras - Carcavelos,22,0.043835616
São João da Talha - Sta Iria da Azóia,22,0.052054795
Viaduto Duarte Pacheco - Cruz das Oliveiras,7,0.043835616
Argoncilhe - Nogueira,7,0.01369863
Águas Santas (A3/A4) - Maia,2,0.032876712
EN 201 - Ponte de Lima Sul,7,0.032876712
Ermesinde - Valongo,1,0.02739726
Guetim - Espinho,2,0.01369863
Espinho (IC24) - Feiteira,4,0.024657534
Coina - Palmela,5,0.04109589
Penafiel - Castelões (A4/IP9),0,0.02739726
Valongo - Campo,14,0.054794521
Estremoz - Borba,10,0.02739726
Almada (IC20/A2) - Hospital,11,0.024657534
Estádio Nacional - Oeiras,2,0.043835616
Montijo (A12/A33) - Pinhal Novo,9,0.046575342
Laranjeiras - Coina com EN10 ,8,0.024657534
Carcavelos - Estoril,0,0.04109589
Gondomar - Gens,13,0.032876712
Monsanto - Miraflores (A5/IC17),8,0.04109589
Elvas Poente - EN 246,8,0.02739726
Montemor-o-Velho - EN 335,15,0.035616438
Estoril - Alcabideche (A5/A16),20,0.04109589
São João da Talha - Sta Iria da Azóia,15,0.052054795
Vendas Novas - Montemor-o-Novo Poente,12,0.046575342
Celeirós - EN14,9,0.043835616
Grândola Norte - Grândola Sul,10,0.079452055
Miraflores (A5/IC17) - Linda-a-Velha,0,0.04109589
A4/A41 - ZIC,13,0.030136986
Cruz das Oliveiras - Monsanto,0,0.04109589
Estádio Nacional - Oeiras,1,0.04109589
Feiteira - Carvalhos,9,0.063013699
Alverca (A1/A9) - Vila Franca de Xira II,22,0.052054795
A4/A41 - Baltar,16,0.128767123
Águas Santas (A4/A3) - Ermesinde,18,0.095890411
Montijo - A33/A12,17,0.021917808
Santo Tirso - Famalicão,23,0.057534247
Grândola Norte - Grândola Sul,19,0.060273973
A41/A1 - Guetim,16,0.02739726
Sta Iria da Azóia - Alverca (A1/A9),22,0.049315068
Águas Santas (A3/A4) - Maia,23,0.057534247
Medas - A32/A41,16,0.02739726
Aveiro Sul - Albergaria (A1/IP5),23,0.054794521
Vila Franca de Xira I - PLLN,21,0.049315068
Santo Tirso - Famalicão,21,0.054794521
Mira Nó - Mira PV(limite concessão),16,0.032876712
Cruz das Oliveiras - Monsanto,2,0.038356164
Alvide - Cascais,15,0.038356164
Espinho (IC24) - Feiteira,21,0.057534247
Amarante Poente - Amarante Nascente,23,0.005479452
Mealhada - Aveiro Sul,2,0.038356164
São João da Talha - Sta Iria da Azóia,3,0.02739726
A2/A6/A13 - Alcácer do Sal,6,0.035616438
Sacavém - São João da Talha,5,0.02739726
Almada - Fogueteiro,5,0.035616438
Alverca (A1/A9) - Vila Franca de Xira II,6,0.02739726
A12/A2 - Setúbal,7,0.035616438
Aveiras de Cima - Cartaxo,3,0.02739726
N12 - Águas Santas (A3/A4),1,0.032876712
Quiaios - Tocha,6,0.019178082
Águas Santas (A3/A4) - Maia,6,0.032876712
Moita - Sarilhos,0,0.01369863
Castelões (A4/IP9) - Amarante Poente,12,0.049315068
A8/A9 - Bucelas (Zambujal),15,0.052054795
Cruz das Oliveiras - Monsanto,23,0.035616438
Monte Redondo - Guia,11,0.035616438
PLLN - A1/A10,11,0.049315068
A8/A17 - Leiria Norte,14,0.032876712
Vila Franca de Xira II - Vila Franca de Xira I,8,0.049315068
Arruda dos Vinhos - A10/A1,8,0.049315068
Feiteira - Carvalhos,21,0.054794521
PLLN - A1/A10,17,0.049315068
Sarilhos - Montijo,20,0.021917808
Lazarim - Botequim,16,0.021917808
A4/A41 - ZIC,18,0.02739726
Monsanto - Miraflores (A5/IC17),14,0.035616438
Guilhufe - Penafiel,17,0.043835616
Santa Eulália - Montemor-o-Velho,19,0.032876712
Coina com EN10 - Penalva,18,0.021917808
Arruda dos Vinhos - A10/A1,19,0.049315068
A2/A6/A13 - Vendas Novas,20,0.043835616
Baltar - Paredes,21,0.049315068
Marinha Ondas - A17/14 Figueira da Foz,16,0.032876712
Cruzamento de Santo André (semáforos) - Cruzamento do Hospital (semáforos),17,0.021917808
N12 - Águas Santas (A3/A4),22,0.052054795
A2/A6/A13 - Alcácer do Sal,23,0.060273973
Aljustrel - Castro Verde,23,0.038356164
Almada (IC20/A2) - Hospital,6,0.01369863
Montijo (A12/A33) - Pinhal Novo,0,0.030136986
Baltar - Paredes,6,0.02739726
Leiria Norte - Monte Real,7,0.019178082
Carregado - Aveiras de Cima,5,0.02739726
A8/A17 - Leiria Norte,7,0.019178082
Famalicão - Cruz,5,0.032876712
Coimbra Norte (A1/A14) - Mealhada,3,0.035616438
Coimbra Sul - Coimbra Norte (A1/A14),1,0.030136986
Almodôvar - S.B. Messines,1,0.04109589
Radial de Odivelas - A8/A9,6,0.008219178
Albergaria (A1/IP5) - Estarreja,5,0.024657534
Linda-a-Velha - Estádio Nacional,2,0.035616438
Salvaterra de Magos - EN118,8,0.046575342
S.B. Messines - Paderne (A22),10,0.079452055
Olival - A32/A1,12,0.030136986
EN 201 - Ponte de Lima Sul,12,0.04109589
Radial de Odivelas - A8/A9,11,0.049315068
Coina - Penalva,9,0.024657534
Carvalhos - Jaca,15,0.063013699
Radial da Pontinha - Radial de Odivelas,12,0.049315068
Estremoz - Borba,14,0.02739726
Estremoz - Borba,12,0.024657534
Montemor-o-Velho - EN 335,14,0.032876712
Almada (IC20/A2) - Hospital,13,0.021917808
Aveiras de Cima - Cartaxo,9,0.049315068
Cartaxo - Santarém,8,0.046575342
A41/A1 - Guetim,12,0.030136986
Guia - Louriçal,11,0.032876712
Sarilhos - Montijo,9,0.021917808
Olival - A32/A1,9,0.030136986
Sarilhos - Montijo,10,0.021917808
Aljustrel - Castro Verde,16,0.178082192
A2/A12 - Marateca,21,0.054794521
Coina com EN10 - Penalva,16,0.019178082
Vendas Novas - Montemor-o-Novo Poente,16,0.04109589
Alvide - Cascais,10,0.035616438
A4/A41 - ZIC,16,0.02739726
Coina - Penalva,20,0.019178082
A41/A43 - Medas,18,0.02739726
Coina - Penalva,21,0.019178082
Évora Poente - Évora Nascente,19,0.032876712
Coimbra Sul - Coimbra Norte (A1/A14),18,0.052054795
Guilhufe - Penafiel,22,0.016438356
A14/A17 - Santa Eulália,16,0.030136986
Montemor-o-Velho - EN 335,22,0.030136986
Campo - A4/A41,23,0.008219178
Montemor-o-Velho - EN 335,7,0.019178082
Fogueteiro - Coina,1,0.030136986
Aveiras de Cima - Cartaxo,5,0.024657534
Grândola Sul - Aljustrel,2,0.030136986
Fogueteiro - Coina,2,0.030136986
A10/A9 - Arruda dos Vinhos,8,0.04109589
Vila Franca de Xira I - PLLN,13,0.04109589
Guilhufe - Penafiel,15,0.046575342
EN 335 - Ançã,8,0.032876712
Gens - A41/A43,9,0.030136986
PLLN - A1/A10,12,0.038356164
Elvas Nascente - Caia,12,0.021917808
Moita - Sarilhos,14,0.021917808
Monsanto - Miraflores (A5/IC17),13,0.035616438
Baltar - Paredes,10,0.046575342
Estoril - Alcabideche (A5/A16),9,0.035616438
Guilhufe - Penafiel,10,0.043835616
Évora Poente - Évora Nascente,9,0.021917808
Salvaterra de Magos - EN118,12,0.02739726
Tocha - Mira Nó,12,0.030136986
Arruda dos Vinhos - A10/A1,13,0.035616438
Guilhufe - Penafiel,9,0.043835616
Montemor-o-Novo Nascente - Évora Poente,10,0.046575342
Porto(VCI) - N12,9,0.04109589
EN 227 - Feira/Mansores,21,0.02739726
Coimbra Norte (A1/A14) - Mealhada,23,0.052054795
Mira Nó - Mira PV(limite concessão),18,0.030136986
Alvide - Cascais,13,0.035616438
Salvaterra de Magos - EN118,21,0.04109589
Louriçal - Marinha Ondas,19,0.030136986
Cruz - Braga Sul,21,0.052054795
Paredes - Guilhufe,18,0.02739726
Castelões (A4/IP9) - Amarante Poente,20,0.063013699
Gondomar - Gens,16,0.02739726
A10/A1 - Benavente,19,0.046575342
A12/A2 - Setúbal,18,0.052054795
Borba - Elvas Poente,18,0.030136986
A10/A9 - Arruda dos Vinhos,21,0.046575342
Espinho (IC24) - Feiteira,20,0.054794521
Espinho (IC24) - Feiteira,22,0.046575342
A10/A9 - Arruda dos Vinhos,17,0.04109589
Cruz - Braga Sul,0,0.030136986
Alverca (A1/A9) - Vila Franca de Xira II,4,0.024657534
N12 - Águas Santas (A3/A4),4,0.030136986
Gondomar - Gens,0,0.01369863
Águas Santas (A4/A3) - Ermesinde,5,0.024657534
Jaca - Santo Ovídio,0,0.024657534
EN 201 - Ponte de Lima Sul,5,0.02739726
A10/A1 - Benavente,1,0.024657534
Aljustrel - Castro Verde,10,0.073972603
Montemor-o-Novo Nascente - Évora Poente,8,0.043835616
Aveiro Sul - Albergaria (A1/IP5),10,0.060273973
Sandim - Argoncilhe,11,0.030136986
A10/A9 - Arruda dos Vinhos,9,0.035616438
Salvaterra de Magos - EN118,10,0.032876712
Castelões (A4/IP9) - Amarante Poente,14,0.043835616
EN 201 - Ponte de Lima Sul,11,0.038356164
Sarilhos - Montijo,14,0.021917808
A41/A1 - Guetim,15,0.030136986
Gens - A41/A43,15,0.030136986
Guetim - Espinho,12,0.030136986
Grândola Norte - Grândola Sul,11,0.073972603
Penalva - Stº Antonio da Charneca,12,0.021917808
Queluz - A9/A16,14,0.043835616
Guilhufe - Penafiel,11,0.043835616
A10/A1 - Benavente,10,0.035616438
Elvas Poente - EN 246,11,0.021917808
Sacavém - São João da Talha,23,0.04109589
A9/A16 - Radial da Pontinha,17,0.035616438
Moita - Sarilhos,21,0.019178082
Medas - A32/A41,20,0.02739726
A32/A41 - Olival,22,0.02739726
Laranjeiras - Coina com EN10 ,19,0.019178082
A32/A41 - Olival,20,0.02739726
Guetim - Espinho,16,0.02739726
Estádio Nacional - Queluz,17,0.035616438
Arruda dos Vinhos - A10/A1,17,0.035616438
Alcácer do Sal - Grândola Norte,22,0.052054795
A12/A2 - Setúbal,19,0.049315068
A41/A43 - Medas,23,0.024657534
A2/A6/A13 - Vendas Novas,0,0.016438356
A4/A41 - Baltar,3,0.024657534
Fogueteiro - Coina,5,0.030136986
Évora Poente - Évora Nascente,5,0.002739726
Ponte de Lima Norte - EN 303,5,0.02739726
Pinhal Novo - A12/A2,2,0.02739726
Monte Redondo - Guia,7,0.019178082
Almodôvar - S.B. Messines,2,0.04109589
Vendas Novas - Montemor-o-Novo Poente,7,0.046575342
Grândola Norte - Grândola Sul,13,0.071232877
Estádio Nacional - Queluz,14,0.043835616
Moita - Sarilhos,13,0.021917808
Estoril - Alcabideche (A5/A16),8,0.032876712
A10/A1 - Benavente,14,0.032876712
Guilhufe - Penafiel,12,0.04109589
Coina - Penalva,11,0.021917808
Coimbra Sul - Coimbra Norte (A1/A14),10,0.049315068
Estoril - Alcabideche (A5/A16),14,0.032876712
S.B. Messines - Paderne (A22),13,0.073972603
Estádio Nacional - Queluz,11,0.038356164
Braga Oeste - EN 201,12,0.038356164
Braga Sul - Braga Oeste,9,0.035616438
Sarilhos - Montijo,13,0.021917808
A2/A6/A13 - Pegões,13,0.032876712
Palmela - A2/A12,13,0.046575342
A12/A2 - Setúbal,10,0.04109589
Estoril - Alcabideche (A5/A16),7,0.032876712
Marinha Ondas - A17/14 Figueira da Foz,10,0.030136986
Alvide - Cascais,18,0.032876712
Pinhal Novo - A12/A2,21,0.049315068
Santo Estevão - A13/A10,18,0.04109589
Ponte de Lima Norte - EN 303,22,0.052054795
Casas Velhas (Universidade) - Funchalinho,17,0.019178082
Gandra - A4/A41,16,0.024657534
Elvas Nascente - Caia,19,0.030136986
Carvalhos - Jaca,20,0.04109589
Carvalhos - Jaca,21,0.04109589
Alcabideche (A5/A16) - Alvide,10,0.032876712
Elvas Central - Elvas Nascente,17,0.030136986
Olival - A32/A1,20,0.024657534
Paredes - Guilhufe,20,0.010958904
Guilhufe - Penafiel,20,0.02739726
Campo - A4/A41,21,0.005479452
Benavente - A10/A13,17,0.032876712
Penafiel - Castelões (A4/IP9),21,0.087671233
Linda-a-Velha - Estádio Nacional,6,0.032876712
Grândola Sul - Aljustrel,23,0.052054795
EN 335 - Ançã,18,0.02739726
Ermesinde - Valongo,23,0.019178082
A32/A41 - Olival,17,0.024657534
Montijo (A12/A33) - Pinhal Novo,6,0.024657534
Baltar - Paredes,5,0.024657534
Maia - Santo Tirso,2,0.02739726
A8/A17 - Leiria Norte,5,0.016438356
Santo Tirso - Famalicão,2,0.02739726
Aguiar de Sousa - A41/A43,13,0.030136986
Monte Real - Monte Redondo,15,0.030136986
Queimada - Belverde,12,0.021917808
A9/A10 - Alverca,10,0.038356164
A10/A1 - Benavente,12,0.032876712
PLLN - A1/A10,15,0.032876712
PLLN - A1/A10,8,0.030136986
Aguiar de Sousa - A41/A43,9,0.030136986
A9/A10 - Alverca,13,0.038356164
EN 335 - Ançã,11,0.030136986
A10/A1 - Benavente,11,0.02739726
Estoril - Alcabideche (A5/A16),21,0.032876712
Louriçal - Marinha Ondas,15,0.030136986
Canedo - A32/A41,14,0.02739726
Braga Oeste - EN 201,19,0.052054795
Vila Franca de Xira II - Vila Franca de Xira I,22,0.032876712
A41/A43 - Medas,17,0.021917808
Sandim - Argoncilhe,18,0.021917808
Arruda dos Vinhos - A10/A1,16,0.02739726
Ançã - Coimbra Norte (A14/A1),16,0.02739726
A10/A9 - Arruda dos Vinhos,19,0.02739726
A4/A41 - ZIC,19,0.021917808
Figueira da Foz - Vila Verde,19,0.02739726
EN 227 - Feira/Mansores,18,0.021917808
A13/A10 - Salvaterra de Magos,17,0.038356164
Salvaterra de Magos - EN118,20,0.035616438
A2/A6/A13 - Pegões,16,0.035616438
Almodôvar - S.B. Messines,20,0.123287671
Coimbra Sul - Coimbra Norte (A1/A14),21,0.046575342
Braga Sul - Braga Oeste,17,0.049315068
Aguiar de Sousa - A41/A43,23,0.021917808
PLLN - A1/A10,16,0.02739726
Mira Nó - Mira PV(limite concessão),21,0.024657534
Castelões (A4/IP9) - Amarante Poente,5,0.024657534
Louriçal - Marinha Ondas,0,0.016438356
Mira Nó - Mira PV(limite concessão),0,0.016438356
Monte Redondo - Guia,0,0.016438356
Gião/Louredo - Canedo,3,0.01369863
Montemor-o-Novo Nascente - Évora Poente,3,0.008219178
Penafiel - Castelões (A4/IP9),4,0.024657534
Arruda dos Vinhos - A10/A1,7,0.024657534
Laranjeiras - Coina com EN10 ,7,0.01369863
Estarreja - Feira,5,0.024657534
Nogueira - A41/A1,5,0.01369863
ZIC - Aguiar de Sousa,0,0.01369863
Fogueteiro - Coina,4,0.024657534
Castelões (A4/IP9) - Amarante Poente,4,0.024657534
Águas Santas (A3/A4) - Maia,3,0.02739726
Montemor-o-Velho - EN 335,8,0.02739726
A41/A43 - Medas,15,0.02739726
A41/A1 - Guetim,8,0.024657534
Santo Tirso - Famalicão,14,0.035616438
Carvalhos - Jaca,13,0.060273973
Monsanto - Miraflores (A5/IC17),20,0.032876712
Hospital - Casas Velhas (Universidade),10,0.021917808
EN 303 - Valença,9,0.035616438
Palmela - A2/A12,10,0.04109589
Feira/Mansores - Gião/Louredo,15,0.024657534
Évora Poente - Évora Nascente,11,0.021917808
Borba - Elvas Poente,17,0.02739726
PLLN - A1/A10,18,0.02739726
Gião/Louredo - Canedo,21,0.019178082
Gião/Louredo - Canedo,19,0.019178082
Alcácer do Sal - Grândola Norte,23,0.049315068
São João da Talha - Sta Iria da Azóia,23,0.02739726
Castro Verde - Almodôvar,18,0.093150685
Jaca - Santo Ovídio,16,0.035616438
EN 303 - Valença,17,0.043835616
Feiteira - Carvalhos,23,0.032876712
Arruda dos Vinhos - A10/A1,23,0.02739726
Palmela - A2/A12,18,0.043835616
Estádio Nacional - Oeiras,6,0.030136986
Arruda dos Vinhos - A10/A1,20,0.024657534
Coimbra Norte (A1/A14) - Mealhada,22,0.043835616
Bucelas (Zambujal) - A9/A10,17,0.035616438
Maia - Santo Tirso,5,0.024657534
São João da Talha - Sta Iria da Azóia,5,0.024657534
Aveiro Sul - Albergaria (A1/IP5),4,0.02739726
Pegões - Santo Estevão,4,0.005479452
Coina - Palmela,1,0.024657534
Águas Santas (A3/A4) - Maia,4,0.024657534
Coina - Palmela,6,0.024657534
Monte Real - Monte Redondo,7,0.01369863
Pegões - Santo Estevão,7,0.005479452
Oeiras - Carcavelos,2,0.030136986
Santa Eulália - Montemor-o-Velho,11,0.02739726
S.B. Messines - Paderne (A22),8,0.071232877
A13/A10 - Salvaterra de Magos,11,0.016438356
A9/A10 - Alverca,15,0.035616438
Estoril - Alcabideche (A5/A16),23,0.02739726
A10/A1 - Benavente,18,0.024657534
Canedo - A32/A41,19,0.019178082
A8/A17 - Leiria Norte,23,0.024657534
Estádio Nacional - Oeiras,4,0.02739726
Jaca - Santo Ovídio,19,0.032876712
Pinhal Novo - A12/A2,19,0.038356164
A12/A2 - Setúbal,21,0.038356164
Almada (IC20/A2) - Hospital,22,0.019178082
Marinha Ondas - A17/14 Figueira da Foz,23,0.024657534
Castelões (A4/IP9) - Amarante Poente,21,0.068493151
Vila Franca de Xira I - PLLN,23,0.024657534
Montemor-o-Novo Nascente - Évora Poente,21,0.038356164
EN 303 - Valença,16,0.043835616
Feira/Mansores - Gião/Louredo,20,0.019178082
Vendas Novas - Montemor-o-Novo Poente,0,0.021917808
Aljustrel - Castro Verde,6,0.035616438
N12 - Águas Santas (A3/A4),5,0.019178082
Famalicão - Cruz,1,0.019178082
Sarilhos - Montijo,1,0.01369863
Braga Oeste - EN 201,4,0.019178082
Palmela - A2/A12,7,0.024657534
A10/A9 - Arruda dos Vinhos,14,0.024657534
Bucelas (Zambujal) - A9/A10,11,0.035616438
